station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
RKSY,2020-10-20 02:58,126.9753,37.5241,66.00,46.20,48.80,0.00,0.00,0.00,30.33,1027.40,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKSY 200258Z AUTO 00000KT 9999 CLR 19/08 A3033 RMK AO2 SLP274 T01890079 57013 $
RKSO,2020-10-20 02:58,127.0296,37.0906,66.70,49.30,53.51,0.00,0.00,0.00,30.32,1027.10,5.00,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,RKSO 200258Z 00000KT 5SM HZ CLR 19/10 A3032 RMK AO2A SLP271 T01930096 57016 $
RKPK,2020-10-20 03:00,128.9382,35.1795,71.60,46.40,40.57,60.00,3.00,0.00,30.30,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,RKPK 200300Z 06003KT 9999 FEW040 22/08 Q1026
QFW,2020-10-20 03:00,127.8833,37.6667,62.60,42.80,48.28,220.00,1.00,0.00,30.35,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFW 200300Z AUTO 22001KT 9999 CLR 17/06 A3035 RMK A02 TSNO
QFB,2020-10-20 03:00,128.7167,35.6500,69.80,41.00,35.09,40.00,4.00,0.00,30.36,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFB 200300Z AUTO 04004KT 9999 CLR 21/05 A3036 RMK A02 TSNO
QEN,2020-10-20 03:00,128.7500,37.6667,57.20,37.40,47.44,110.00,5.00,0.00,30.35,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEN 200300Z AUTO 11005KT 9999 CLR 14/03 A3035 RMK A02 TSNO
QES,2020-10-20 03:00,126.4500,36.9667,66.20,53.60,63.82,M,M,0.00,M,M,1.74,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,KQES 200300Z AUTO 2800 HZ CLR 19/12 / RMK A02 TSNO
QEJ,2020-10-20 03:00,127.9500,38.2000,62.60,42.80,48.28,170.00,2.00,0.00,30.33,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEJ 200300Z AUTO 17002KT 9999 CLR 17/06 A3033 RMK A02 TSNO
QEI,2020-10-20 03:00,128.0667,37.9500,62.60,44.60,51.72,350.00,1.00,0.00,30.33,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEI 200300Z AUTO 35001KT 9999 CLR 17/07 A3033 RMK A02 TSNO
QEQ,2020-10-20 03:00,127.5500,37.8500,64.40,44.60,48.55,60.00,3.00,0.00,30.38,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEQ 200300Z AUTO 06003KT 9999 CLR 18/07 A3038 RMK A02 TSNO
QEW,2020-10-20 03:00,128.1500,36.4000,62.60,44.60,51.72,10.00,1.00,0.00,30.33,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEW 200300Z AUTO 01001KT 9999 CLR 17/07 A3033 RMK A02 TSNO
QEP,2020-10-20 03:00,127.2667,37.4000,62.60,50.00,63.38,120.00,2.00,0.00,30.36,M,3.73,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,KQEP 200300Z AUTO 12002KT 6000 HZ CLR 17/10 A3036 RMK A02 TSNO
QFT,2020-10-20 03:00,127.3500,37.6000,62.60,46.40,55.37,330.00,3.00,0.00,30.33,M,M,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFT 200300Z AUTO 33003KT / // CLR 17/08 A3033 RMK A02 TSNO
QFU,2020-10-20 03:00,126.9667,37.8000,66.20,42.80,42.57,50.00,2.00,0.00,30.38,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFU 200300Z AUTO 05002KT 9999 CLR 19/06 A3038 RMK A02 TSNO
QEX,2020-10-20 03:00,128.3000,36.1000,64.40,46.40,51.98,350.00,3.00,0.00,30.25,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEX 200300Z AUTO 35003KT 9999 CLR 18/08 A3025 RMK A02 TSNO
QFV,2020-10-20 03:00,127.5000,38.0500,66.20,37.40,34.51,130.00,3.00,0.00,30.37,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFV 200300Z AUTO 13003KT 9999 CLR 19/03 A3037 RMK A02 TSNO
RKJB,2020-10-20 03:00,126.3800,34.9800,71.60,44.60,37.89,130.00,2.00,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKJB 200300Z 13002KT CAVOK 22/07 Q1026 NOSIG
RKPC,2020-10-20 03:00,126.4930,33.5113,71.60,59.00,64.48,70.00,18.00,0.00,30.27,M,6.21,M,SCT,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,M,RKPC 200300Z 07018KT 9999 SCT035 22/15 Q1025 NOSIG
RKNY,2020-10-20 03:00,128.6692,38.0613,64.40,50.00,59.50,110.00,6.00,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKNY 200300Z 11006KT CAVOK 18/10 Q1026 NOSIG
RKSS,2020-10-20 03:00,126.7906,37.5583,68.00,46.40,45.88,20.00,4.00,0.00,30.33,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKSS 200300Z 02004KT 320V120 8000 NSC 20/08 Q1027 NOSIG
RKTN,2020-10-20 03:00,128.6589,35.8941,68.00,46.40,45.88,200.00,1.00,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKTN 200300Z 20001KT CAVOK 20/08 Q1026
RKTU,2020-10-20 03:00,127.4991,36.7166,64.40,51.80,63.60,320.00,2.00,0.00,30.33,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKTU 200300Z 32002KT 6000 NSC 18/11 Q1027
RKSI,2020-10-20 03:00,126.4500,37.4667,64.40,53.60,67.95,40.00,4.00,0.00,30.33,M,2.17,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,RKSI 200300Z 04004KT 360V090 3500 BR NSC 18/12 Q1027 BECMG 6000 NSW
RKSM,2020-10-20 03:00,127.1139,37.4458,69.80,50.00,49.37,130.00,1.00,0.00,30.35,M,3.73,M,FEW,M,M,M,3000.00,M,M,M,HZ,M,M,M,M,M,M,M,RKSM 200300Z 13001KT 6000 HZ FEW030 21/10 A3035
RKNW,2020-10-20 03:08,127.9467,37.3375,66.20,46.40,48.83,190.00,3.00,0.00,30.33,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKNW 200308Z 19003KT 9999 SKC 19/08 A3033
QFB,2020-10-20 03:10,128.7167,35.6500,69.80,39.20,32.72,120.00,2.00,0.00,30.35,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFB 200310Z AUTO 12002KT 9999 CLR 21/04 A3035 RMK A02 TSNO
QEN,2020-10-20 03:10,128.7500,37.6667,59.00,37.40,44.47,100.00,5.00,0.00,30.35,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEN 200310Z AUTO 10005KT 9999 CLR 15/03 A3035 RMK A02 TSNO
QES,2020-10-20 03:10,126.4500,36.9667,66.20,53.60,63.82,M,M,0.00,M,M,1.74,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,KQES 200310Z AUTO 2800 HZ CLR 19/12 / RMK A02 TSNO
QEJ,2020-10-20 03:10,127.9500,38.2000,64.40,42.80,45.32,180.00,1.00,0.00,30.33,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEJ 200310Z AUTO 18001KT 9999 CLR 18/06 A3033 RMK A02 TSNO
QEI,2020-10-20 03:10,128.0667,37.9500,64.40,44.60,48.55,300.00,3.00,0.00,30.32,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEI 200310Z AUTO 30003KT 9999 CLR 18/07 A3032 RMK A02 TSNO
QEQ,2020-10-20 03:10,127.5500,37.8500,64.40,42.80,45.32,60.00,1.00,0.00,30.38,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEQ 200310Z AUTO 06001KT 9999 CLR 18/06 A3038 RMK A02 TSNO
QEW,2020-10-20 03:10,128.1500,36.4000,64.40,46.40,51.98,330.00,2.00,0.00,30.32,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEW 200310Z AUTO 33002KT 9999 CLR 18/08 A3032 RMK A02 TSNO
QEP,2020-10-20 03:10,127.2667,37.4000,64.40,50.00,59.50,320.00,2.00,0.00,30.36,M,3.73,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,KQEP 200310Z AUTO 32002KT 6000 HZ CLR 18/10 A3036 RMK A02 TSNO
QFT,2020-10-20 03:10,127.3500,37.6000,64.40,46.40,51.98,340.00,3.00,0.00,30.33,M,M,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFT 200310Z AUTO 34003KT / // CLR 18/08 A3033 RMK A02 TSNO
QFU,2020-10-20 03:10,126.9667,37.8000,66.20,42.80,42.57,50.00,3.00,0.00,30.38,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFU 200310Z AUTO 05003KT 9999 CLR 19/06 A3038 RMK A02 TSNO
QEX,2020-10-20 03:10,128.3000,36.1000,64.40,46.40,51.98,30.00,3.00,0.00,30.25,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEX 200310Z AUTO 03003KT 9999 CLR 18/08 A3025 RMK A02 TSNO
QFW,2020-10-20 03:10,127.8833,37.6667,62.60,42.80,48.28,200.00,2.00,0.00,30.35,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFW 200310Z AUTO 20002KT 9999 CLR 17/06 A3035 RMK A02 TSNO
QFV,2020-10-20 03:10,127.5000,38.0500,66.20,37.40,34.51,150.00,3.00,0.00,30.36,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFV 200310Z AUTO 15003KT 9999 CLR 19/03 A3036 RMK A02 TSNO
QFB,2020-10-20 03:20,128.7167,35.6500,69.80,39.20,32.72,360.00,9.00,0.00,30.35,M,6.21,12.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFB 200320Z AUTO 36009G12KT 9999 CLR 21/04 A3035 RMK A02 TSNO
QEN,2020-10-20 03:20,128.7500,37.6667,57.20,37.40,47.44,110.00,7.00,0.00,30.35,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEN 200320Z AUTO 11007KT 9999 CLR 14/03 A3035 RMK A02 TSNO
QES,2020-10-20 03:20,126.4500,36.9667,66.20,53.60,63.82,M,M,0.00,M,M,1.99,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,KQES 200320Z AUTO 3200 HZ CLR 19/12 / RMK A02 TSNO
QEJ,2020-10-20 03:20,127.9500,38.2000,64.40,42.80,45.32,90.00,1.00,0.00,30.32,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEJ 200320Z AUTO 09001KT 9999 CLR 18/06 A3032 RMK A02 TSNO
QEI,2020-10-20 03:20,128.0667,37.9500,66.20,44.60,45.60,290.00,2.00,0.00,30.32,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEI 200320Z AUTO 29002KT 9999 CLR 19/07 A3032 RMK A02 TSNO
QEQ,2020-10-20 03:20,127.5500,37.8500,64.40,41.00,42.28,60.00,3.00,0.00,30.37,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEQ 200320Z AUTO 06003KT 9999 CLR 18/05 A3037 RMK A02 TSNO
QEW,2020-10-20 03:20,128.1500,36.4000,64.40,46.40,51.98,70.00,2.00,0.00,30.32,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEW 200320Z AUTO 07002KT 9999 CLR 18/08 A3032 RMK A02 TSNO
QEP,2020-10-20 03:20,127.2667,37.4000,64.40,50.00,59.50,40.00,2.00,0.00,30.35,M,3.73,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,KQEP 200320Z AUTO 04002KT 6000 HZ CLR 18/10 A3035 RMK A02 TSNO
QFT,2020-10-20 03:20,127.3500,37.6000,66.20,46.40,48.83,320.00,2.00,0.00,30.33,M,M,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFT 200320Z AUTO 32002KT / // CLR 19/08 A3033 RMK A02 TSNO
QFU,2020-10-20 03:20,126.9667,37.8000,66.20,37.40,34.51,10.00,1.00,0.00,30.37,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFU 200320Z AUTO 01001KT 9999 CLR 19/03 A3037 RMK A02 TSNO
QEX,2020-10-20 03:20,128.3000,36.1000,64.40,46.40,51.98,360.00,3.00,0.00,30.24,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEX 200320Z AUTO 36003KT 9999 CLR 18/08 A3024 RMK A02 TSNO
QFW,2020-10-20 03:20,127.8833,37.6667,64.40,42.80,45.32,20.00,1.00,0.00,30.34,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFW 200320Z AUTO 02001KT 9999 CLR 18/06 A3034 RMK A02 TSNO
QFV,2020-10-20 03:20,127.5000,38.0500,66.20,35.60,32.14,120.00,3.00,0.00,30.35,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFV 200320Z AUTO 12003KT 9999 CLR 19/02 A3035 RMK A02 TSNO
RKSG,2020-10-20 03:23,127.0311,36.9622,68.00,46.40,45.88,M,4.00,0.00,30.31,1026.70,3.00,M,FEW,M,M,M,4000.00,M,M,M,HZ,M,M,M,M,M,M,M,RKSG 200323Z VRB04KT 3SM HZ FEW040 20/08 A3031 RMK AO2A SLP267 $
QFB,2020-10-20 03:30,128.7167,35.6500,71.60,39.20,30.77,20.00,2.00,0.00,30.34,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFB 200330Z AUTO 02002KT 9999 CLR 22/04 A3034 RMK A02 TSNO
QEN,2020-10-20 03:30,128.7500,37.6667,57.20,37.40,47.44,110.00,5.00,0.00,30.34,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEN 200330Z AUTO 11005KT 9999 CLR 14/03 A3034 RMK A02 TSNO
QES,2020-10-20 03:30,126.4500,36.9667,66.20,53.60,63.82,M,M,0.00,M,M,1.99,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,KQES 200330Z AUTO 3200 HZ CLR 19/12 / RMK A02 TSNO
QEJ,2020-10-20 03:30,127.9500,38.2000,66.20,41.00,39.72,180.00,3.00,0.00,30.31,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEJ 200330Z AUTO 18003KT 9999 CLR 19/05 A3031 RMK A02 TSNO
QEI,2020-10-20 03:30,128.0667,37.9500,66.20,41.00,39.72,280.00,2.00,0.00,30.31,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEI 200330Z AUTO 28002KT 9999 CLR 19/05 A3031 RMK A02 TSNO
QEQ,2020-10-20 03:30,127.5500,37.8500,66.20,42.80,42.57,10.00,2.00,0.00,30.36,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEQ 200330Z AUTO 01002KT 9999 CLR 19/06 A3036 RMK A02 TSNO
QEW,2020-10-20 03:30,128.1500,36.4000,64.40,44.60,48.55,50.00,2.00,0.00,30.31,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEW 200330Z AUTO 05002KT 9999 CLR 18/07 A3031 RMK A02 TSNO
QEP,2020-10-20 03:30,127.2667,37.4000,64.40,48.20,55.63,300.00,2.00,0.00,30.34,M,3.73,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,KQEP 200330Z AUTO 30002KT 6000 HZ CLR 18/09 A3034 RMK A02 TSNO
QFT,2020-10-20 03:30,127.3500,37.6000,66.20,46.40,48.83,300.00,1.00,0.00,30.31,M,M,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFT 200330Z AUTO 30001KT / // CLR 19/08 A3031 RMK A02 TSNO
QFU,2020-10-20 03:30,126.9667,37.8000,68.00,39.20,34.80,90.00,2.00,0.00,30.36,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFU 200330Z AUTO 09002KT 9999 CLR 20/04 A3036 RMK A02 TSNO
QEX,2020-10-20 03:30,128.3000,36.1000,66.20,46.40,48.83,330.00,2.00,0.00,30.23,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEX 200330Z AUTO 33002KT 9999 CLR 19/08 A3023 RMK A02 TSNO
QFW,2020-10-20 03:30,127.8833,37.6667,64.40,44.60,48.55,190.00,1.00,0.00,30.34,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFW 200330Z AUTO 19001KT 9999 CLR 18/07 A3034 RMK A02 TSNO
QFV,2020-10-20 03:30,127.5000,38.0500,66.20,33.80,29.92,120.00,3.00,0.00,30.35,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFV 200330Z AUTO 12003KT 9999 CLR 19/01 A3035 RMK A02 TSNO
RKSI,2020-10-20 03:30,126.4500,37.4667,66.20,51.80,59.74,30.00,4.00,0.00,30.30,M,2.67,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,RKSI 200330Z 03004KT 360V070 4300 BR NSC 19/11 Q1026 BECMG 6000 NSW
QFB,2020-10-20 03:40,128.7167,35.6500,71.60,39.20,30.77,300.00,3.00,0.00,30.34,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFB 200340Z AUTO 30003KT 9999 CLR 22/04 A3034 RMK A02 TSNO
QEN,2020-10-20 03:40,128.7500,37.6667,57.20,39.20,50.91,90.00,4.00,0.00,30.34,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEN 200340Z AUTO 09004KT 9999 CLR 14/04 A3034 RMK A02 TSNO
QES,2020-10-20 03:40,126.4500,36.9667,66.20,53.60,63.82,M,M,0.00,M,M,1.74,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,KQES 200340Z AUTO 2800 HZ CLR 19/12 / RMK A02 TSNO
QEJ,2020-10-20 03:40,127.9500,38.2000,68.00,41.00,37.32,130.00,2.00,0.00,30.31,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEJ 200340Z AUTO 13002KT 9999 CLR 20/05 A3031 RMK A02 TSNO
QEI,2020-10-20 03:40,128.0667,37.9500,64.40,41.00,42.28,360.00,3.00,0.00,30.31,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEI 200340Z AUTO 36003KT 9999 CLR 18/05 A3031 RMK A02 TSNO
QEQ,2020-10-20 03:40,127.5500,37.8500,66.20,41.00,39.72,360.00,2.00,0.00,30.35,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEQ 200340Z AUTO 36002KT 9999 CLR 19/05 A3035 RMK A02 TSNO
QEW,2020-10-20 03:40,128.1500,36.4000,66.20,44.60,45.60,10.00,2.00,0.00,30.30,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEW 200340Z AUTO 01002KT 9999 CLR 19/07 A3030 RMK A02 TSNO
QEP,2020-10-20 03:40,127.2667,37.4000,64.40,44.60,48.55,300.00,4.00,0.00,30.33,M,4.97,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,KQEP 200340Z AUTO 30004KT 8000 HZ CLR 18/07 A3033 RMK A02 TSNO
QFT,2020-10-20 03:40,127.3500,37.6000,66.20,44.60,45.60,290.00,2.00,0.00,30.31,M,M,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFT 200340Z AUTO 29002KT / // CLR 19/07 A3031 RMK A02 TSNO
QFU,2020-10-20 03:40,126.9667,37.8000,68.00,33.80,28.11,90.00,3.00,0.00,30.35,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFU 200340Z AUTO 09003KT 9999 CLR 20/01 A3035 RMK A02 TSNO
QEX,2020-10-20 03:40,128.3000,36.1000,66.20,44.60,45.60,20.00,2.00,0.00,30.23,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEX 200340Z AUTO 02002KT 9999 CLR 19/07 A3023 RMK A02 TSNO
QFW,2020-10-20 03:40,127.8833,37.6667,64.40,42.80,45.32,180.00,1.00,0.00,30.33,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFW 200340Z AUTO 18001KT 9999 CLR 18/06 A3033 RMK A02 TSNO
QFV,2020-10-20 03:40,127.5000,38.0500,66.20,33.80,29.92,130.00,3.00,0.00,30.34,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFV 200340Z AUTO 13003KT 9999 CLR 19/01 A3034 RMK A02 TSNO
QFB,2020-10-20 03:50,128.7167,35.6500,71.60,41.00,33.00,30.00,1.00,0.00,30.33,M,6.21,11.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFB 200350Z AUTO 03001G11KT 9999 CLR 22/05 A3033 RMK A02 TSNO
QEN,2020-10-20 03:50,128.7500,37.6667,59.00,39.20,47.72,110.00,4.00,0.00,30.34,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEN 200350Z AUTO 11004KT 9999 CLR 15/04 A3034 RMK A02 TSNO
QES,2020-10-20 03:50,126.4500,36.9667,66.20,53.60,63.82,M,M,0.00,M,M,1.49,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,KQES 200350Z AUTO 2400 BR CLR 19/12 / RMK A02 TSNO
QEJ,2020-10-20 03:50,127.9500,38.2000,68.00,37.40,32.43,220.00,2.00,0.00,30.30,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEJ 200350Z AUTO 22002KT 9999 CLR 20/03 A3030 RMK A02 TSNO
QEI,2020-10-20 03:50,128.0667,37.9500,66.20,42.80,42.57,320.00,3.00,0.00,30.30,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEI 200350Z AUTO 32003KT 9999 CLR 19/06 A3030 RMK A02 TSNO
QEW,2020-10-20 03:50,128.1500,36.4000,66.20,42.80,42.57,30.00,3.00,0.00,30.29,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEW 200350Z AUTO 03003KT 9999 CLR 19/06 A3029 RMK A02 TSNO
QEP,2020-10-20 03:50,127.2667,37.4000,66.20,44.60,45.60,10.00,3.00,0.00,30.32,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEP 200350Z AUTO 01003KT 9999 CLR 19/07 A3032 RMK A02 TSNO
QFT,2020-10-20 03:50,127.3500,37.6000,68.00,42.80,40.00,310.00,2.00,0.00,30.29,M,M,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFT 200350Z AUTO 31002KT / // CLR 20/06 A3029 RMK A02 TSNO
QFU,2020-10-20 03:50,126.9667,37.8000,68.00,33.80,28.11,30.00,2.00,0.00,30.34,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFU 200350Z AUTO 03002KT 9999 CLR 20/01 A3034 RMK A02 TSNO
QEX,2020-10-20 03:50,128.3000,36.1000,68.00,44.60,42.85,40.00,3.00,0.00,30.22,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEX 200350Z AUTO 04003KT 9999 CLR 20/07 A3022 RMK A02 TSNO
QFV,2020-10-20 03:50,127.5000,38.0500,66.20,35.60,32.14,100.00,4.00,0.00,30.34,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFV 200350Z AUTO 10004KT 9999 CLR 19/02 A3034 RMK A02 TSNO
QEQ,2020-10-20 03:50,127.5500,37.8500,66.20,41.00,39.72,320.00,3.00,0.00,30.35,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEQ 200350Z AUTO 32003KT 9999 CLR 19/05 A3035 RMK A02 TSNO
QFW,2020-10-20 03:50,127.8833,37.6667,66.20,41.00,39.72,150.00,2.00,0.00,30.32,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFW 200350Z AUTO 15002KT 9999 CLR 19/05 A3032 RMK A02 TSNO
RKSG,2020-10-20 03:55,127.0311,36.9622,68.70,47.30,46.34,M,3.00,0.00,30.28,1025.70,3.00,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,RKSG 200355Z VRB03KT 3SM HZ CLR 20/09 A3028 RMK SLP257 T02040085 $
RKJK,2020-10-20 03:56,126.6220,35.8994,71.10,40.50,32.92,20.00,8.00,0.00,30.29,1026.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKJK 200356Z AUTO 02008KT 10SM CLR 22/05 A3029 RMK AO2 SLP261 T02170047 $
RKSY,2020-10-20 03:58,126.9753,37.5241,68.00,45.30,44.01,160.00,3.00,0.00,30.28,1025.70,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKSY 200358Z AUTO 16003KT 9999 CLR 20/07 A3028 RMK AO2 SLP257 T02000074 $
RKSO,2020-10-20 03:58,127.0296,37.0906,70.00,44.10,39.26,60.00,5.00,0.00,30.27,1025.40,6.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKSO 200358Z 06005KT 6SM CLR 21/07 A3027 RMK AO2A SLP254 T02110067 $
RKPK,2020-10-20 04:00,128.9382,35.1795,73.40,42.80,33.29,80.00,9.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKPK 200400Z 08009KT CAVOK 23/06 Q1025
QFT,2020-10-20 04:00,127.3500,37.6000,68.00,41.00,37.32,290.00,2.00,0.00,30.29,M,M,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFT 200400Z AUTO 29002KT / // CLR 20/05 A3029 RMK A02 TSNO
QFU,2020-10-20 04:00,126.9667,37.8000,68.00,35.60,30.20,360.00,1.00,0.00,30.34,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFU 200400Z AUTO 36001KT 9999 CLR 20/02 A3034 RMK A02 TSNO
