station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
ROAH,2020-10-20 03:00,127.6458,26.1958,84.20,73.40,70.08,70.00,16.00,0.00,29.97,M,6.21,M,BKN,M,M,M,2500.00,M,M,M,-SHRA,M,M,M,M,M,M,90.94,ROAH 200300Z 07016KT 9999 -SHRA BKN025 29/23 Q1015
RJKN,2020-10-20 03:02,128.8813,27.8364,82.40,73.40,74.28,70.00,16.00,0.00,30.00,M,6.21,26.00,FEW,SCT,M,M,2100.00,6000.00,M,M,M,M,M,M,M,M,M,88.26,RJKN 200302Z AUTO 07016G26KT 9999 FEW021 SCT060 28/23 Q1016 RMK A3003
ROAH,2020-10-20 03:10,127.6458,26.1958,86.00,71.60,62.25,60.00,16.00,0.00,29.97,M,6.21,26.00,SCT,SCT,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,91.92,ROAH 200310Z 06016G26KT 9999 SCT025 SCT/// 30/22 Q1015 RMK 4CU025 A2997
RODN,2020-10-20 03:14,127.7676,26.3556,86.00,71.60,62.25,60.00,21.00,0.00,29.98,M,10.00,M,SCT,M,M,M,2200.00,M,M,M,-RA,M,M,M,M,M,M,91.92,RODN 200314Z AUTO 06021KT 10SM -RA SCT022 30/22 A2998 RMK AO2 RAB14 SLPNO RVRNO $
RJAW,2020-10-20 03:20,141.3227,24.7840,82.40,77.00,83.77,170.00,11.00,0.00,29.85,M,6.21,M,SCT,SCT,BKN,M,1500.00,15000.00,23000.00,M,M,M,M,M,M,M,M,90.85,RJAW 200320Z 17011KT 9999 SCT015 SCT150 BKN230 28/25 Q1011 RMK 4CU015 4AC150 A2986
RJAA,2020-10-20 03:30,140.3856,35.7653,66.20,53.60,63.82,30.00,13.00,0.00,30.24,M,6.21,M,FEW,BKN,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,RJAA 200330Z 03013KT 9999 FEW020 BKN/// 19/12 Q1024 NOSIG RMK 1CU020 A3025
RJCC,2020-10-20 03:30,141.6926,42.7742,60.80,41.00,48.00,360.00,6.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,3000.00,5000.00,M,M,M,M,M,M,M,M,M,M,RJCC 200330Z 36006KT 290V040 9999 FEW030 SCT050 16/05 Q1023 RMK 1CU030 3CU050 A3022
RJFF,2020-10-20 03:30,130.4517,33.5844,71.60,48.20,43.42,50.00,10.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJFF 200330Z 05010KT 9999 FEW030 22/09 Q1023 NOSIG RMK 1CU030 A3022
RJBB,2020-10-20 03:30,135.2328,34.4342,68.00,55.40,64.04,20.00,6.00,0.00,30.21,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,RJBB 200330Z 02006KT 9999 FEW025 20/13 Q1023 NOSIG
RJGG,2020-10-20 03:30,136.8054,34.8584,64.40,51.80,63.60,300.00,7.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJGG 200330Z 30007KT 9999 FEW030 18/11 Q1023 NOSIG
RJTT,2020-10-20 03:30,139.7811,35.5533,66.20,51.80,59.74,30.00,12.00,0.00,30.24,M,6.21,M,FEW,BKN,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJTT 200330Z 03012KT 9999 FEW030 BKN/// 19/11 Q1024 NOSIG RMK 1CU030 A3024
ROAH,2020-10-20 03:30,127.6458,26.1958,86.00,71.60,62.25,70.00,18.00,0.00,29.94,M,6.21,M,FEW,BKN,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,91.92,ROAH 200330Z 07018KT 9999 FEW025 BKN/// 30/22 Q1014 RMK 2CU025 A2996
RJOI,2020-10-20 03:55,132.2357,34.1439,72.00,45.00,37.96,30.00,6.00,0.00,30.24,1024.00,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,RJOI 200355Z 03006KT 9999 FEW025 22/07 A3024 RMK SLP240 T02220072
RJTY,2020-10-20 03:56,139.3485,35.7485,67.80,50.50,53.87,60.00,6.00,0.00,30.28,1025.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJTY 200356Z AUTO 06006KT 10SM CLR 20/10 A3028 RMK AO2 SLP256 T01990103 FZRANO $
RODN,2020-10-20 03:56,127.7676,26.3556,87.80,73.40,62.47,40.00,15.00,0.00,29.98,M,10.00,M,SCT,BKN,M,M,2000.00,10000.00,M,M,M,M,M,M,26.00,70.00,2020-10-20 03:15,95.86,RODN 200356Z 04015KT 10SM SCT020 BKN100 31/23 A2998 RMK PK WND 07026/15 RAB14 SLPNO RVRNO $
ROTM,2020-10-20 03:56,127.7565,26.2743,84.00,73.90,71.73,60.00,16.00,0.00,29.99,1014.10,6.21,23.00,FEW,SCT,SCT,M,2000.00,8000.00,18000.00,M,M,M,M,M,M,M,M,91.04,ROTM 200356Z 06016G23KT 9999 FEW020 SCT080 SCT180 29/23 A2999 RMK SLP141 T02890233
RJFR,2020-10-20 04:00,131.0350,33.8456,69.80,48.20,46.16,130.00,6.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJFR 200400Z 13006KT 100V170 9999 FEW030 21/09 Q1023
RJSR,2020-10-20 04:00,140.3714,40.1919,62.60,46.40,55.37,280.00,7.00,0.00,30.27,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,RJSR 200400Z 28007KT 230V320 9999 FEW040 17/08 Q1025
RJAA,2020-10-20 04:00,140.3856,35.7653,66.20,53.60,63.82,30.00,13.00,0.00,30.21,M,6.21,M,FEW,BKN,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,RJAA 200400Z 03013KT 9999 FEW020 BKN/// 19/12 Q1023 NOSIG
RJAF,2020-10-20 04:00,137.9228,36.1667,59.00,44.60,58.77,350.00,5.00,0.00,30.27,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJAF 200400Z 35005KT 290V030 9999 FEW030 15/07 Q1025
RJAH,2020-10-20 04:00,140.4147,36.1817,66.20,50.00,55.88,50.00,12.00,0.00,30.24,M,6.21,M,FEW,BKN,M,M,3000.00,23000.00,M,M,M,M,M,M,M,M,M,M,RJAH 200400Z 05012KT 9999 FEW030 BKN230 19/10 Q1024
RJBT,2020-10-20 04:00,134.7869,35.5128,68.00,51.80,56.13,20.00,5.00,0.00,30.24,M,6.21,M,FEW,SCT,M,M,3000.00,4000.00,M,M,M,M,M,M,M,M,M,M,RJBT 200400Z 02005KT 340V060 9999 FEW030 SCT040 20/11 Q1024
RJCB,2020-10-20 04:00,143.2172,42.7333,60.80,33.80,36.16,360.00,11.00,0.00,30.15,M,6.21,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,RJCB 200400Z 36011KT 320V030 9999 FEW060 16/01 Q1021
RJCC,2020-10-20 04:00,141.6926,42.7742,60.80,41.00,48.00,340.00,4.00,0.00,30.21,M,6.21,M,FEW,BKN,M,M,3000.00,6000.00,M,M,M,M,M,M,M,M,M,M,RJCC 200400Z 34004KT 300V020 9999 FEW030 BKN060 16/05 Q1023
RJCH,2020-10-20 04:00,140.8219,41.7700,62.60,42.80,48.28,260.00,10.00,0.00,30.24,M,6.21,M,FEW,SCT,M,M,3000.00,6000.00,M,M,M,M,M,M,M,M,M,M,RJCH 200400Z 26010KT 220V300 9999 FEW030 SCT060 17/06 Q1024
RJCK,2020-10-20 04:00,144.1931,43.0408,59.00,42.80,54.86,180.00,12.00,0.00,30.15,M,6.21,M,FEW,SCT,M,M,5000.00,7000.00,M,M,M,M,M,M,M,M,M,M,RJCK 200400Z 18012KT 9999 FEW050 SCT070 15/06 Q1021
RJCM,2020-10-20 04:00,144.1642,43.8806,53.60,39.20,58.02,10.00,9.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,2000.00,3000.00,M,M,M,M,M,M,M,M,M,M,RJCM 200400Z 01009KT 9999 FEW020 SCT030 12/04 Q1023
RJCN,2020-10-20 04:00,144.9600,43.5775,59.00,41.00,51.18,340.00,6.00,0.00,30.18,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJCN 200400Z 34006KT 290V020 9999 FEW030 15/05 Q1022
RJCO,2020-10-20 04:00,141.3814,43.1175,60.80,44.60,55.12,330.00,12.00,0.00,30.24,M,6.21,M,FEW,BKN,M,M,2000.00,5000.00,M,M,M,M,M,M,M,M,M,M,RJCO 200400Z 33012KT 9999 FEW020 BKN050 16/07 Q1024
RJCW,2020-10-20 04:00,141.8022,45.4044,50.00,35.60,57.52,340.00,3.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,M,RJCW 200400Z 34003KT 270V080 9999 FEW035 10/02 Q1023
RJDT,2020-10-20 04:00,129.3306,34.2850,71.60,51.80,49.64,70.00,9.00,0.00,30.24,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,RJDT 200400Z 07009KT 010V110 9999 FEW040 22/11 Q1024
RJEB,2020-10-20 04:00,143.4040,44.3039,51.80,39.20,61.99,350.00,7.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,3000.00,4000.00,M,M,M,M,M,M,M,M,M,M,RJEB 200400Z 35007KT 9999 FEW030 SCT040 11/04 Q1023
RJEC,2020-10-20 04:00,142.4475,43.6708,55.40,32.00,40.84,320.00,11.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,3000.00,5000.00,M,M,M,M,M,M,M,M,M,M,RJEC 200400Z 32011KT 9999 FEW030 SCT050 13/00 Q1022
RJFE,2020-10-20 04:00,128.8328,32.6664,71.60,51.80,49.64,30.00,12.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJFE 200400Z 03012KT CAVOK 22/11 Q1022
RJFF,2020-10-20 04:00,130.4517,33.5844,71.60,41.00,33.00,60.00,10.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJFF 200400Z 06010KT 030V110 9999 FEW030 22/05 Q1023 BECMG 05009KT
RJFK,2020-10-20 04:00,130.7194,31.8033,71.60,44.60,37.89,100.00,11.00,0.00,30.15,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,RJFK 200400Z 10011KT 9999 FEW025 22/07 Q1021
RJFM,2020-10-20 04:00,131.4486,31.8772,71.60,55.40,56.63,40.00,13.00,0.00,30.18,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,RJFM 200400Z 04013KT 9999 FEW040 22/13 Q1022
RJFO,2020-10-20 04:00,131.7372,33.4794,69.80,48.20,46.16,20.00,9.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJFO 200400Z 02009KT 9999 FEW030 21/09 Q1023
RJAW,2020-10-20 04:00,141.3227,24.7840,82.40,77.00,83.77,170.00,12.00,0.00,29.83,M,6.21,M,SCT,SCT,BKN,M,1500.00,15000.00,23000.00,M,M,M,M,M,M,M,M,90.85,RJAW 200400Z 17012KT 9999 SCT015 SCT150 BKN230 28/25 Q1010 RMK 3CU015 4AC150 A2985
RJBB,2020-10-20 04:00,135.2328,34.4342,68.00,55.40,64.04,20.00,4.00,0.00,30.21,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,RJBB 200400Z 02004KT 340V050 9999 FEW025 20/13 Q1023 NOSIG
RJBE,2020-10-20 04:00,135.2239,34.6328,66.20,55.40,68.15,190.00,4.00,0.00,30.21,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,RJBE 200400Z 19004KT 160V230 9999 FEW025 19/13 Q1023
RJNK,2020-10-20 04:00,136.4075,36.3939,71.60,46.40,40.57,40.00,14.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJNK 200400Z 04014KT 010V070 9999 FEW030 22/08 Q1024
RJNT,2020-10-20 04:00,137.1875,36.6483,69.80,42.80,37.61,360.00,13.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,M,RJNT 200400Z 36013KT 9999 FEW035 21/06 Q1024
RJNW,2020-10-20 04:00,136.9618,37.2931,68.00,50.00,52.51,60.00,9.00,0.00,30.27,M,6.21,M,FEW,SCT,M,M,3000.00,4000.00,M,M,M,M,M,M,M,M,M,M,RJNW 200400Z 06009KT 360V090 9999 FEW030 SCT040 20/10 Q1025
RJOA,2020-10-20 04:00,132.9194,34.4361,68.00,48.20,49.10,140.00,6.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,M,RJOA 200400Z 14006KT 100V200 9999 FEW035 20/09 Q1024
RJOB,2020-10-20 04:00,133.8553,34.7569,69.80,46.40,43.13,M,2.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJOB 200400Z VRB02KT 9999 FEW030 21/08 Q1024
RJOC,2020-10-20 04:00,132.8900,35.4136,69.80,51.80,52.77,30.00,6.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,M,RJOC 200400Z 03006KT 9999 FEW035 21/11 Q1024
RJOH,2020-10-20 04:00,133.2392,35.4933,69.80,51.80,52.77,40.00,7.00,0.00,30.27,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,RJOH 200400Z 04007KT 9999 FEW040 21/11 Q1025
RJKA,2020-10-20 04:00,129.7125,28.4308,78.80,71.60,78.62,50.00,21.00,0.00,30.00,M,6.21,M,FEW,BKN,M,M,1500.00,2000.00,M,M,M,M,M,M,M,M,M,M,RJKA 200400Z 05021KT 9999 FEW015 BKN020 26/22 Q1016
RJOK,2020-10-20 04:00,133.6694,33.5461,73.40,48.20,40.85,200.00,9.00,0.00,30.15,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,M,RJOK 200400Z 20009KT 9999 FEW035 23/09 Q1021
RJFU,2020-10-20 04:00,129.9136,32.9169,73.40,50.00,43.69,40.00,4.00,0.00,30.15,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJFU 200400Z 04004KT 350V100 9999 FEW030 23/10 Q1021
RJGG,2020-10-20 04:00,136.8054,34.8584,66.20,51.80,59.74,310.00,7.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJGG 200400Z 31007KT 9999 FEW030 19/11 Q1023 BECMG 24006KT
RJKI,2020-10-20 04:00,129.9281,28.3213,78.80,71.60,78.62,50.00,18.00,0.00,30.00,M,6.21,M,BKN,BKN,OVC,M,2300.00,3600.00,4500.00,M,M,M,M,M,M,M,M,M,RJKI 200400Z AUTO 05018KT 9999 BKN023 BKN036 OVC045 26/22 Q1016
ROIG,2020-10-20 04:00,124.1633,24.3367,86.00,77.00,74.61,50.00,21.00,0.00,29.91,M,6.21,M,FEW,BKN,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,97.15,ROIG 200400Z 05021KT 9999 FEW017 BKN/// 30/25 Q1013
ROMD,2020-10-20 04:00,131.2286,25.8289,82.40,73.40,74.28,50.00,13.00,0.00,29.94,M,6.21,M,SCT,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,88.26,ROMD 200400Z AUTO 05013KT 9999 SCT018 28/23 Q1014
ROMY,2020-10-20 04:00,125.2767,24.7933,84.20,75.20,74.44,50.00,17.00,0.00,29.91,M,6.21,M,FEW,SCT,BKN,M,1500.00,2000.00,M,M,M,M,M,M,M,M,M,92.45,ROMY 200400Z 05017KT 9999 FEW015 SCT020 BKN/// 29/24 Q1013
RORY,2020-10-20 04:00,128.4020,27.0440,84.20,73.40,70.08,60.00,14.00,0.00,29.97,M,6.21,M,BKN,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,90.94,RORY 200400Z AUTO 06014KT 040V100 9999 BKN018 29/23 Q1015
RJDC,2020-10-20 04:00,131.2786,33.9300,69.80,50.00,49.37,130.00,8.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJDC 200400Z 13008KT CAVOK 21/10 Q1023
RJOM,2020-10-20 04:00,132.6997,33.8272,73.40,53.60,49.90,10.00,14.00,0.00,30.18,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJOM 200400Z 01014KT 9999 FEW030 23/12 Q1022
RJFS,2020-10-20 04:00,130.3000,33.1500,75.20,48.20,38.46,40.00,12.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJFS 200400Z 04012KT 360V070 CAVOK 24/09 Q1021
RJFT,2020-10-20 04:00,130.8553,32.8372,75.20,42.80,31.34,40.00,11.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJFT 200400Z 04011KT CAVOK 24/06 Q1021
RJOT,2020-10-20 04:00,134.0167,34.2167,68.00,51.80,56.13,60.00,8.00,0.00,30.24,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,RJOT 200400Z 06008KT 010V100 9999 FEW025 20/11 Q1024
RJSK,2020-10-20 04:00,140.2167,39.6167,62.60,44.60,51.72,290.00,10.00,0.00,30.27,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJSK 200400Z 29010KT 260V320 9999 FEW030 17/07 Q1025
RJOO,2020-10-20 04:00,135.4392,34.7844,71.60,55.40,56.63,M,2.00,0.00,30.18,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJOO 200400Z VRB02KT 9999 FEW030 22/13 Q1022
RJOR,2020-10-20 04:00,134.1650,35.5300,69.80,55.40,60.21,320.00,9.00,0.00,30.24,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,RJOR 200400Z 32009KT 9999 FEW040 21/13 Q1024
RJOW,2020-10-20 04:00,131.7903,34.6764,68.00,50.00,52.51,10.00,8.00,0.00,30.24,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,RJOW 200400Z 01008KT 330V060 9999 FEW020 20/10 Q1024
RJOY,2020-10-20 04:00,135.6006,34.5967,71.60,51.80,49.64,350.00,6.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJOY 200400Z 35006KT 300V070 9999 FEW030 22/11 Q1023
RJSA,2020-10-20 04:00,140.6886,40.7333,60.80,41.00,48.00,250.00,9.00,0.00,30.27,M,6.21,M,FEW,SCT,M,M,3000.00,4000.00,M,M,M,M,M,M,M,M,M,M,RJSA 200400Z 25009KT 9999 FEW030 SCT040 16/05 Q1025
RJSC,2020-10-20 04:00,140.3711,38.4119,64.40,50.00,59.50,M,2.00,0.00,30.27,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,RJSC 200400Z VRB02KT 9999 FEW040 18/10 Q1025
RJSF,2020-10-20 04:00,140.4281,37.2275,64.40,48.20,55.63,360.00,5.00,0.00,30.24,M,6.21,M,FEW,SCT,M,M,3000.00,4000.00,M,M,M,M,M,M,M,M,M,M,RJSF 200400Z 36005KT 310V040 9999 FEW030 SCT040 18/09 Q1024
RJSI,2020-10-20 04:00,141.1353,39.4286,66.20,39.20,37.03,M,2.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJSI 200400Z VRB02KT 9999 FEW030 19/04 Q1024
RJSM,2020-10-20 04:00,141.3684,40.7032,64.40,41.00,42.28,330.00,8.00,0.00,30.24,M,6.21,M,SCT,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,RJSM 200400Z 33008KT 300V010 9999 SCT040 18/05 Q1024
RJSN,2020-10-20 04:00,139.1117,37.9558,68.00,51.80,56.13,360.00,7.00,0.00,30.27,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,RJSN 200400Z 36007KT 9999 FEW020 20/11 Q1025
RJSS,2020-10-20 04:00,140.9169,38.1397,66.20,50.00,55.88,120.00,8.00,0.00,30.24,M,6.21,M,FEW,SCT,M,M,3000.00,5000.00,M,M,M,M,M,M,M,M,M,M,RJSS 200400Z 12008KT 9999 FEW030 SCT050 19/10 Q1024
RJTF,2020-10-20 04:00,139.5281,35.6717,69.80,46.40,43.13,20.00,8.00,0.00,30.24,M,6.21,M,FEW,SCT,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJTF 200400Z 02008KT 340V050 9999 FEW030 SCT/// 21/08 Q1024
RJTO,2020-10-20 04:00,139.3603,34.7819,66.20,53.60,63.82,40.00,16.00,0.00,30.21,M,6.21,M,FEW,BKN,BKN,M,3000.00,17000.00,M,M,M,M,M,M,M,M,M,M,RJTO 200400Z 04016KT 9999 FEW030 BKN170 BKN/// 19/12 Q1023
RJTT,2020-10-20 04:00,139.7811,35.5533,68.00,51.80,56.13,40.00,12.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJTT 200400Z 04012KT 9999 FEW030 SCT/// 20/11 Q1023 NOSIG
RORS,2020-10-20 04:00,125.1447,24.8267,84.20,75.20,74.44,50.00,19.00,0.00,29.91,M,6.21,M,SCT,BKN,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,92.45,RORS 200400Z 05019KT 9999 SCT019 BKN/// 29/24 Q1013
RJNS,2020-10-20 04:00,138.1894,34.7961,68.00,44.60,42.85,70.00,7.00,0.00,30.18,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,RJNS 200400Z 07007KT 020V100 9999 FEW025 20/07 Q1022
RJBD,2020-10-20 04:00,135.3644,33.6622,73.40,48.20,40.85,290.00,5.00,0.00,30.15,M,6.21,M,FEW,SCT,M,M,3000.00,17000.00,M,M,M,M,M,M,M,M,M,M,RJBD 200400Z 29005KT 250V340 9999 FEW030 SCT170 23/09 Q1021
RJFG,2020-10-20 04:00,130.9917,30.6050,71.60,59.00,64.48,60.00,10.00,0.00,30.12,M,6.21,20.00,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,RJFG 200400Z 06010G20KT 010V100 9999 FEW025 22/15 Q1020
RJTI,2020-10-20 04:00,139.8500,35.6300,69.80,53.60,56.38,50.00,10.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJTI 200400Z 05010KT 9999 FEW030 SCT/// 21/12 Q1023
RJOS,2020-10-20 04:00,134.6092,34.1322,71.60,53.60,53.03,360.00,12.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJOS 200400Z 36012KT 9999 FEW030 22/12 Q1023
RJSY,2020-10-20 04:00,139.7872,38.8122,66.20,42.80,42.57,310.00,6.00,0.00,30.27,M,6.21,M,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,RJSY 200400Z 31006KT 270V010 9999 FEW050 19/06 Q1025
RORK,2020-10-20 04:00,131.3333,25.9167,84.20,73.40,70.08,60.00,18.00,0.00,29.94,M,6.21,M,FEW,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,90.94,RORK 200400Z AUTO 06018KT 9999 FEW019 29/23 Q1014
ROYN,2020-10-20 04:00,122.9780,24.4670,80.60,77.00,88.83,30.00,23.00,0.00,29.94,M,4.97,M,SCT,BKN,BKN,M,1700.00,2500.00,3800.00,M,M,M,M,M,M,M,M,87.59,ROYN 200400Z AUTO 03023KT 8000 SCT017 BKN025 BKN038 27/25 Q1014
ROAH,2020-10-20 04:00,127.6458,26.1958,86.00,71.60,62.25,80.00,17.00,0.00,29.94,M,6.21,28.00,SCT,BKN,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,91.92,ROAH 200400Z 08017G28KT 9999 SCT025 BKN/// 30/22 Q1014
RJKI,2020-10-20 04:03,129.9281,28.3213,80.60,71.60,74.11,50.00,17.00,0.00,30.00,M,6.21,27.00,BKN,BKN,OVC,M,2300.00,3200.00,4500.00,M,M,M,M,M,M,M,M,84.57,RJKI 200403Z AUTO 05017G27KT 9999 BKN023 BKN032 OVC045 27/22 Q1016 RMK A3002
RJKN,2020-10-20 04:03,128.8813,27.8364,82.40,71.60,69.90,60.00,15.00,0.00,29.97,M,6.21,25.00,FEW,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,87.18,RJKN 200403Z AUTO 06015G25KT 9999 FEW022 28/22 Q1015 RMK A3000
RJAA,2020-10-20 04:30,140.3856,35.7653,66.20,53.60,63.82,30.00,11.00,0.00,30.21,M,6.21,M,FEW,BKN,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,RJAA 200430Z 03011KT 010V070 9999 FEW020 BKN/// 19/12 Q1023 NOSIG RMK 2CU020 A3023
RJCC,2020-10-20 04:30,141.6926,42.7742,60.80,42.80,51.45,M,10.00,0.00,30.21,M,6.21,M,FEW,BKN,M,M,3000.00,6000.00,M,M,M,M,M,M,M,M,M,M,RJCC 200430Z VRB10KT 9999 FEW030 BKN060 16/06 Q1023 RMK 1CU030 7CU060 A3022
RJFF,2020-10-20 04:30,130.4517,33.5844,71.60,44.60,37.89,70.00,9.00,0.00,30.18,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJFF 200430Z 07009KT 010V120 9999 FEW030 22/07 Q1022 BECMG 05009KT RMK 1CU030 A3020
RJBB,2020-10-20 04:30,135.2328,34.4342,68.00,53.60,59.97,20.00,5.00,0.00,30.21,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,RJBB 200430Z 02005KT 340V040 9999 FEW025 20/12 Q1023 NOSIG
RJGG,2020-10-20 04:30,136.8054,34.8584,66.20,51.80,59.74,310.00,5.00,0.00,30.18,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJGG 200430Z 31005KT 9999 FEW030 19/11 Q1022 BECMG TL0600 24006KT
RJTT,2020-10-20 04:30,139.7811,35.5533,68.00,53.60,59.97,40.00,10.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJTT 200430Z 04010KT 9999 FEW030 SCT/// 20/12 Q1023 NOSIG RMK 1CU030 A3023
ROAH,2020-10-20 04:30,127.6458,26.1958,86.00,71.60,62.25,60.00,17.00,0.00,29.94,M,6.21,M,SCT,BKN,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,91.92,ROAH 200430Z 06017KT 9999 SCT025 BKN/// 30/22 Q1014 RMK 3CU025 A2995
RJTK,2020-10-20 04:36,139.9097,35.3983,68.00,51.80,56.13,20.00,12.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,3000.00,21000.00,M,M,M,M,M,M,M,M,M,M,RJTK 200436Z 02012KT 9999 FEW030 SCT210 20/11 Q1023 RMK 1CU030 4CI210 A3022
